variable,dv,n,r,p,b_adj_for_baseline,p_adj_for_baseline,q
scd_q,delta_beta_hb,57,-0.011851777731800926,0.930274388464392,-0.08992134626052108,0.541369518019069,0.9933828237434574
education_years,delta_ttc_censored,52,-0.012288169305549754,0.9311004274729,-0.09727643848095203,0.5354977283872727,0.9933828237434574
hvlt_total,delta_p_shift_lose,57,-0.011677637051139153,0.9312963972594913,-0.0020019706814535677,0.5901385413697036,0.9933828237434574
memory_reduced,delta_p_shift_lose,57,-0.011677637051139098,0.9312963972594913,-0.009528541987738589,0.5901385413697035,0.9933828237434574
susd_mania,delta_win_rate,57,0.011420588097906588,0.9328051846858425,0.0017074040286872093,0.4930679873060501,0.9934519613991636
tei_emotionality,delta_beta_hb,54,-0.01048775964944243,0.9400017355107271,-0.019210535057449622,0.8929579529813741,0.9965633108641337
eros_int_improving,delta_alpha_hb,57,-0.010100660551675092,0.9405562819547727,0.0006633251192000344,0.9794327282916877,0.9965633108641337
susd_mania,delta_p_shift_lose,57,-0.00969573509931887,0.9429352836209718,0.0010811930920331305,0.8337261940302475,0.9965633108641337
hvlt_total,delta_p_stay_win,57,0.00968998618194466,0.9429690630414986,-0.000446036767493281,0.8864360808708189,0.9965633108641337
memory_reduced,delta_p_stay_win,57,0.009689986181944693,0.9429690630414986,-0.002122948206239032,0.8864360808708173,0.9965633108641337
panas_pre_negative,delta_ttc_reach_rate,57,-0.009211707225177834,0.9457796725356526,-0.001685020198107454,0.8265517343771026,0.9971505447018032
mspss_friends,delta_p_shift_lose,52,-0.009429545968132266,0.9471024362546359,0.0024285602626917327,0.8761630174275044,0.9971505447018032
planfulness_cs,delta_ttc_reach_rate,57,0.00862612833103002,0.9492217212179239,0.053724033402348007,0.31166761020157946,0.9971505447018032
ios_investment_stranger,delta_ttc_censored,36,-0.01071860953822465,0.9505280492533321,-0.1794061413468193,0.509128152423539,0.9971505447018032
ios_computer,delta_p_stay_win,57,-0.008362532440003179,0.9507714495993937,-0.0006655057908933259,0.9515868460935368,0.9971505447018032
present_bias_10wk,delta_win_rate,57,0.007921358030702767,0.9533655968098462,-0.001399725363638257,0.7302522431554876,0.9983493616517111
memory_composite,delta_p_shift_lose,57,-0.007380868768062626,0.9565443770206933,-0.009348686110360292,0.624502669015742,0.998712147245097
norc_lifetime,delta_win_rate,57,0.007044352561897192,0.9585238728961737,-0.008137120164607964,0.4030835852014663,0.998712147245097
ios_friend,delta_accuracy,57,0.0062240020443610974,0.9633504552566906,0.0059106064695516585,0.531258514697738,0.998712147245097
ef_composite,delta_p_shift_lose,56,-0.006033131925014576,0.9648008423089194,-0.002317185949937059,0.919027646310718,0.998712147245097
salthouse_letter,delta_beta_hb,56,-0.006021193517508169,0.9648704508668466,-0.004730206472590551,0.795341988166243,0.998712147245097
tei_emotionality,delta_accuracy,54,-0.0061192679788939774,0.9649717955388111,-0.0034648760921398656,0.8005504642924395,0.998712147245097
planfulness_mf,delta_p_stay_win,57,-0.005674894434843574,0.9665819038435309,-0.0035862041197293193,0.8906866835776274,0.998712147245097
scaared_somatic,delta_p_stay_win,55,-0.0049987840229746006,0.971106397321674,-0.001444840675751986,0.6524651006612838,0.998712147245097
theta_p75,delta_p_stay_win,53,-0.004902836947238226,0.9722055175350384,-0.00014077910071023388,0.866747865926215,0.998712147245097
theta_p95,delta_p_shift_lose,53,0.004878455786656376,0.972343681970084,0.00018810035693426027,0.5393119691846546,0.998712147245097
ios_shared_reward_stranger,delta_p_shift_lose,36,0.005921281256383304,0.9726585764484648,0.0028041960091938515,0.8192180200407175,0.998712147245097
bsmas_total,delta_ttc_censored,57,-0.0045630203934889785,0.9731267625996316,-0.0384524861009259,0.6837112134090421,0.998712147245097
scaared_total,delta_p_shift_lose,55,0.004569616991164996,0.9735861151186641,0.0003276926629387859,0.8043297859498948,0.998712147245097
running_dots_score,delta_beta_hb,49,-0.004772973357710736,0.9740346668625873,0.022909384859994636,0.41131840244079765,0.998712147245097
memory_composite,delta_win_rate,57,-0.003816636330893672,0.9775212400248133,0.0010343515412776054,0.9092616586856842,0.9993872997403818
panas_pre_negative,delta_ttc_censored,57,0.003262183762841611,0.9807861211806397,0.017347507091858,0.8751253463090832,0.9993872997403818
ffmq_total_no_obs,delta_alpha_hb,57,-0.0031396111629858614,0.9815079312159595,-0.001219397814570089,0.9714263711498741,0.9993872997403818
scaared_social,delta_alpha_hb,55,0.0031205407984363012,0.9819605422893359,0.0032640781437064306,0.5096069222678292,0.9993872997403818
flanker_score,delta_p_shift_lose,54,-0.0028687900585234183,0.9835743376748809,-5.4923426933285724e-05,0.9977772680912672,0.9993872997403818
tei_emotionality,delta_p_shift_lose,54,0.002727607387271694,0.9843825961586697,-0.006211289221110916,0.7273368588947023,0.9993872997403818
theta_p95,delta_ttc_reach_rate,53,-0.0024282997672920546,0.9862317806581131,0.0003629776574376548,0.45582607337327574,0.9993872997403818
spsrq_sr,delta_beta_hb,54,-0.002255746324835016,0.9870840679679037,0.005534115984024322,0.8265063295497921,0.9993872997403818
planfulness_cs,delta_accuracy,57,0.0016599035348713181,0.990222682258853,0.015630196564085548,0.5350097745902002,0.9993872997403818
mspss_total,delta_beta_hb,52,-0.0015574435328645705,0.9912570575796582,0.07528337454723488,0.5601445582655832,0.9993872997403818
tei_selfcontrol,delta_accuracy,54,0.0014374722851168507,0.9917691268317093,-0.009388715079281709,0.581323514601274,0.9993872997403818
susd_depression,delta_ttc_censored,57,0.0010640679018619967,0.9937322387042506,-0.012693090106886691,0.8955610596339016,0.9993872997403818
planfulness_mf,delta_p_shift_lose,57,-0.0008866112116527602,0.9947775095751686,-0.006411365593999779,0.83444774682329,0.9993872997403818
ios_shared_reward_stranger,delta_accuracy,36,0.0009304385443697494,0.99570293101253,0.005301482556893923,0.5782322761472404,0.9993872997403818
ffmq_describe,delta_win_rate,57,0.0004670313857994199,0.9972489867654034,0.0023253314827091373,0.8141422355298292,0.9993872997403818
eros_int_improving,delta_accuracy,57,-0.0003506192557715185,0.9979347019209917,0.006215780042947888,0.7394903429434948,0.9993872997403818
global_reduced,delta_beta_hb,57,6.861152940811077e-05,0.9995958481870642,0.033824193517704826,0.8596509695309879,0.9995958481870642
