variable,table,domain,description,source,producer,role,status,hypotheses,expected_missing,missing_note,notes,n,n_total,n_missing,dtype,n_unique,min,median,max,detected_missing,consumers,n_consumers,auc_age,p_age,auc_enrollment,p_enrollment,missing_ids
dist_pial_dlpfc_min,efield,geometry,"F3-to-pial surface distance within DLPFC, nearest vertex (mm)",SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_scalp_cortex_distance.py,secondary,current,,,,,66,66,0,numeric,66,10.791080563815862,14.667394911833844,19.920138377131178,complete,efield_results.py,1,,,,,
dist_pial_dlpfc_p1,efield,geometry,"F3-to-pial surface distance within DLPFC, 1st percentile (mm)",SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_scalp_cortex_distance.py,mechanism,current,,,,Primary geometry measure.,66,66,0,numeric,66,12.849481573045493,16.99217799743058,21.71583438985553,complete,efield_results.py fig_atrophy_vs_geometry.py fig_distance_anatomy.py qc_paper_variables.py samples.py table1.py,6,,,,,
dist_pial_min,efield,geometry,"F3-to-pial surface distance, nearest vertex (mm)",SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_scalp_cortex_distance.py,secondary,current,,,,,66,66,0,numeric,66,10.791080563815862,14.667394911833844,19.920138377131178,complete,,0,,,,,
dist_pial_p1,efield,geometry,"F3-to-pial surface distance, 1st percentile (mm)",SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_scalp_cortex_distance.py,secondary,current,,,,,66,66,0,numeric,66,18.988364346227243,22.3495069926241,25.96610616609382,complete,efield_results.py,1,,,,,
f3_x,efield,efield,"F3 electrode position, subject space (x, mm)",SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_efield_roi.py,qc,current,,,,,66,66,0,numeric,66,-64.6435533904835,-47.376041192788456,-28.56912640644833,complete,,0,,,,,
f3_y,efield,efield,"F3 electrode position, subject space (y, mm)",SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_efield_roi.py,qc,current,,,,,66,66,0,numeric,66,18.977193008728207,51.61032403554317,92.39610282001787,complete,,0,,,,,
f3_z,efield,efield,"F3 electrode position, subject space (z, mm)",SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_efield_roi.py,qc,current,,,,,66,66,0,numeric,66,-2.4008772130250264,45.27014086871921,74.91526053446054,complete,,0,,,,,
icv_charm,efield,morphometry,Intracranial volume from charm segmentation (mm3),SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_intracranial.py,secondary,current,,,,,66,66,0,numeric,66,1118136.0,1420983.5,1741088.3773380518,complete,efield_results.py fig_atrophy_vs_geometry.py samples.py,3,,,,,
layer_csf,efield,skull,CSF thickness along the F3-to-cortex ray (mm),SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_skull_layers.py,secondary,current,,,,,66,66,0,numeric,66,0.5012955035835132,1.1029270193380083,2.3554974862636007,complete,efield_results.py fig_atrophy_vs_geometry.py fig_skull_layers.py,3,,,,,
layer_diploe,efield,skull,Diploe thickness along the F3-to-cortex ray (mm),SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_skull_layers.py,secondary,unreliable,,,,Diploe/table split unreliable in charm; report total skull only.,66,66,0,numeric,64,0.0,2.657208655198224,5.218328605466512,complete,efield_results.py fig_atrophy_vs_geometry.py fig_skull_layers.py,3,,,,,
layer_inner_table,efield,skull,Inner table thickness along the F3-to-cortex ray (mm),SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_skull_layers.py,secondary,unreliable,,,,Diploe/table split unreliable in charm; report total skull only.,66,66,0,numeric,64,0.0,2.305062719266425,4.3575137373602155,complete,efield_results.py fig_skull_layers.py,2,,,,,
layer_other,efield,skull,Other tissue thickness along the F3-to-cortex ray (mm),SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_skull_layers.py,qc,current,,,,,66,66,0,numeric,54,-5.551115123125783e-17,2.0816681711721685e-15,0.7024318888475996,complete,,0,,,,,
layer_outer_table,efield,skull,Outer table thickness along the F3-to-cortex ray (mm),SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_skull_layers.py,secondary,unreliable,,,,Diploe/table split unreliable in charm; report total skull only.,66,66,0,numeric,66,1.0026115581964448,2.8108577394944616,7.956289998552569,complete,fig_skull_layers.py,1,,,,,
layer_path,efield,skull,Total path thickness along the F3-to-cortex ray (mm),SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_skull_layers.py,qc,current,,,,,66,66,0,numeric,66,11.101804207475473,14.96469285977652,20.173856539668925,complete,,0,,,,,
layer_scalp,efield,skull,Scalp thickness along the F3-to-cortex ray (mm),SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_skull_layers.py,secondary,current,,,,,66,66,0,numeric,66,3.220005492460138,5.813305442258903,9.132945005811663,complete,fig_skull_layers.py,1,,,,,
layer_skull,efield,skull,Total skull thickness along the F3-to-cortex ray (mm),SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_skull_layers.py,mechanism,current,,,,"Women thicken with age (r=+.67), men do not.",66,66,0,numeric,66,4.230541105992828,7.74318079550211,11.048770067807194,complete,efield_results.py fig_atrophy_vs_geometry.py fig_qc_skull.py fig_skull_layers.py qc_paper_variables.py samples.py skull_circularity.py table1.py,8,,,,,
mean_magnE,efield,efield,Mean |E| in gray matter within 20 mm of F3 (V/m),SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_efield_roi.py,outcome,current,E-field x age (Fig 1),,,Primary dose measure.,66,66,0,numeric,66,0.0472513492864971,0.10487981675251774,0.1852900181527801,complete,build_data_audit_nb.py build_results_paper_nb.py compare_rl_estimates.py efield_analysis.py efield_results.py fig_atrophy_vs_geometry.py fig_efield_age.py fig_skull_layers.py qc_paper_variables.py samples.py skull_circularity.py table1.py,12,,,,,
median_magnE,efield,efield,Median |E| in ROI (V/m),SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_efield_roi.py,secondary,current,,,,,66,66,0,numeric,66,0.046738011813128,0.1038709309040734,0.1829666166035305,complete,build_results_paper_nb.py efield_results.py,2,,,,,
n_gm_elements_roi,efield,efield,Gray-matter elements inside ROI sphere,SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_efield_roi.py,qc,current,,,,,66,66,0,numeric,65,20.0,1475.0,4757.0,complete,build_results_paper_nb.py efield_results.py,2,,,,,
p95_magnE,efield,efield,95th percentile |E| in ROI (V/m),SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_efield_roi.py,secondary,current,,,,,66,66,0,numeric,66,0.0582287328214457,0.14115550560316265,0.2633031162300462,complete,build_data_audit_nb.py build_results_paper_nb.py efield_results.py,3,,,,,
parcel_mean_magnE,efield,efield,mean |E| over DK40 DLPFC parcel (rostral+caudal MFG),SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_efield_parcel.py,secondary,current,,,,,66,66,0,numeric,66,0.0394232906401157,0.07251365855336185,0.1174855679273605,complete,efield_results.py,1,,,,,
parcel_median_magnE,efield,efield,median |E| over DK40 DLPFC parcel (rostral+caudal MFG),SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_efield_parcel.py,secondary,current,,,,,66,66,0,numeric,66,0.0385930128395557,0.07001476734876624,0.1138245165348053,complete,,0,,,,,
parcel_n_vert,efield,efield,Vertices in DLPFC parcel,SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_efield_parcel.py,qc,current,,,,,66,66,0,numeric,1,10979.0,10979.0,10979.0,complete,,0,,,,,
parcel_p95_magnE,efield,efield,p95 |E| over DK40 DLPFC parcel (rostral+caudal MFG),SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_efield_parcel.py,secondary,current,,,,,66,66,0,numeric,66,0.0558798871934413,0.10954830050468439,0.1900158822536468,complete,,0,,,,,
peak_magnE,efield,efield,Peak |E| in ROI (V/m),SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_efield_roi.py,secondary,current,,,,,66,66,0,numeric,66,0.0588376358597487,0.1693931342728509,0.3607869155392225,complete,build_data_audit_nb.py build_results_paper_nb.py efield_results.py,3,,,,,
roi_radius_mm,efield,efield,ROI sphere radius (mm),SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_efield_roi.py,qc,current,,,,,66,66,0,numeric,1,20.0,20.0,20.0,complete,,0,,,,,
skull_t1_n_rays,efield,skull,Rays contributing to T1 skull estimate,SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_skull_t1.py,qc,current,,,,,66,66,0,numeric,1,50.0,50.0,50.0,complete,,0,,,,,
skull_t1_outer,efield,skull,Outer skull boundary from T1 profile (mm),SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_skull_t1.py,qc,current,,,,,66,66,0,numeric,47,1.6,5.300000000000001,9.2,complete,,0,,,,,
skull_t1_span,efield,skull,"Skull thickness from T1 intensity profile, independent of charm (mm)",SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_skull_t1.py,validation,current,,,,External check on layer_skull: r with |E| = -.23 vs -.78 for charm; mediation 18% vs 89%. Computed by skull_circularity.py.,66,66,0,numeric,58,1.15,7.025,13.6,complete,samples.py skull_circularity.py,2,,,,,
slice_z_mni18,efield,qc,Subject-space z of MNI z=+18 (for Fig 2a slices),SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_slice_landmark.py,qc,current,,,,,66,66,0,numeric,66,-48.7811279296875,3.2857413291931152,44.35665512084961,complete,fig_atrophy_vs_geometry.py,1,,,,,
slice_z_spread,efield,qc,Spread of the MNI z=+18 mapping across the slice,SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_slice_landmark.py,qc,current,,,,,66,66,0,numeric,66,0.7858486175537109,4.540313243865967,12.821205139160156,complete,,0,,,,,
std_magnE,efield,efield,SD of |E| in ROI (V/m),SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_efield_roi.py,secondary,current,,,,,66,66,0,numeric,66,0.0054684228851153,0.0200816582332157,0.0475469511672121,complete,sweep_moderators.py,1,,,,,
subject_id,efield,identifier,Participant ID,SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/extract_efield_roi.py,identifier,current,,,,,66,66,0,numeric,66,10369.0,11033.5,11920.0,complete,,0,,,,,
t1_only,efield,exclusion,Head model built without FLAIR,SimNIBS 4.6 head models (charm) + FEM simulation,simNIBS repo: scripts/run_pipeline.py -> extract_efield_roi.py,exclusion,current,,,,"7 subjects; excluded everywhere. Differ on CSF (p=.025) and |E| (p=.018), not skull (p=.58).",66,66,0,numeric,2,0.0,0.0,1.0,complete,build_results_paper_nb.py efield_results.py fig_age_effect_maps.py fig_atrophy_vs_geometry.py fig_distance_anatomy.py fig_efield_age.py fig_skull_layers.py qc_paper_variables.py samples.py skull_circularity.py sweep_moderators.py table1.py,12,,,,,
brainseg_not_vent,freesurfer,morphometry,Brain segmentation volume excluding ventricles (mm3),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,secondary,current,,,,,66,66,0,numeric,66,843239.0,1136378.5,1436166.0,complete,fig_atrophy_vs_geometry.py,1,,,,,
brainseg_vol,freesurfer,morphometry,Brain segmentation volume (mm3),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,secondary,current,,,,,66,66,0,numeric,66,871979.0,1160351.0,1451992.0,complete,,0,,,,,
cortex_vol,freesurfer,morphometry,Cortical gray volume (mm3),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,secondary,current,,,,,66,66,0,numeric,66,322659.906078,454960.0947925,594192.366174,complete,efield_results.py fig_atrophy_vs_geometry.py,2,,,,,
dlpfc_gray_vol,freesurfer,morphometry,DLPFC gray volume (= lh),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,secondary,current,,,,,66,66,0,numeric,66,13881.0,21198.0,28707.0,complete,,0,,,,,
dlpfc_surf_area,freesurfer,morphometry,DLPFC surface area (= lh),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,secondary,current,,,,,66,66,0,numeric,66,6114.0,8200.5,10649.0,complete,,0,,,,,
dlpfc_thickness,freesurfer,morphometry,"DLPFC thickness (= lh, stimulated side)","FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,mechanism,current,,,,"Atrophy measure: r=-.64 with age, but unrelated to |E| once distance is modelled.",66,66,0,numeric,66,1.8634933689286943,2.362649212884505,2.6689875309847517,complete,,0,,,,,
etiv,freesurfer,morphometry,Estimated total intracranial volume (Talairach-derived) (mm3),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,secondary,current,,,,"Registration-derived, not measured; normalising by it inherits its bias.",66,66,0,numeric,66,973639.453751,1367644.438669,1875458.920679,complete,efield_results.py sweep_moderators.py,2,,,,,
fs_delivery,freesurfer,qc,Delivery batch folder,"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,qc,current,,,,,66,66,0,text,2,,,,complete,,0,,,,,
fs_version,freesurfer,qc,recon-all build stamp,"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,qc,current,,,,Mixed versions abort the build.,66,66,0,text,1,,,,complete,,0,,,,,
lh_cortex_vol,freesurfer,morphometry,Left cortical gray volume (mm3),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,secondary,current,,,,,66,66,0,numeric,66,160143.074811,226849.2266925,295544.953842,complete,,0,,,,,
lh_dlpfc_gray_vol,freesurfer,morphometry,Left DLPFC gray volume (mm3),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,secondary,current,,,,,66,66,0,numeric,66,13881.0,21198.0,28707.0,complete,,0,,,,,
lh_dlpfc_n_vert,freesurfer,qc,Left DLPFC vertex count,"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,qc,current,,,,,66,66,0,numeric,66,8991.0,12041.5,16481.0,complete,,0,,,,,
lh_dlpfc_surf_area,freesurfer,morphometry,Left DLPFC surface area (mm2),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,secondary,current,,,,,66,66,0,numeric,66,6114.0,8200.5,10649.0,complete,,0,,,,,
lh_dlpfc_thickness,freesurfer,morphometry,"Left DLPFC thickness, vertex-weighted (mm)","FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,secondary,current,,,,,66,66,0,numeric,66,1.8634933689286943,2.362649212884505,2.6689875309847517,complete,efield_results.py fig_atrophy_vs_geometry.py qc_paper_variables.py,3,,,,,
lh_mean_thickness,freesurfer,morphometry,Left hemisphere mean cortical thickness (mm),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,secondary,current,,,,,66,66,0,numeric,66,1.85139,2.39285,2.59752,complete,efield_results.py fig_atrophy_vs_geometry.py,2,,,,,
lh_n_parcels,freesurfer,qc,Left DK parcels found (expect 34),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,qc,current,,,,,66,66,0,numeric,1,34.0,34.0,34.0,complete,,0,,,,,
lh_white_surf_area,freesurfer,morphometry,Left white surface area (mm2),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,secondary,current,,,,,66,66,0,numeric,66,67538.3,87336.65,108697.0,complete,,0,,,,,
mask_vol,freesurfer,morphometry,Brain mask volume (mm3),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,secondary,current,,,,,66,66,0,numeric,66,1151326.0,1455326.5,1751809.0,complete,,0,,,,,
rh_cortex_vol,freesurfer,morphometry,Right cortical gray volume (mm3),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,secondary,current,,,,,66,66,0,numeric,66,162516.831267,228581.391111,298647.412331,complete,,0,,,,,
rh_dlpfc_gray_vol,freesurfer,morphometry,Right DLPFC gray volume (mm3),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,secondary,current,,,,,66,66,0,numeric,66,12828.0,20669.0,31320.0,complete,,0,,,,,
rh_dlpfc_n_vert,freesurfer,qc,Right DLPFC vertex count,"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,qc,current,,,,,66,66,0,numeric,66,8199.0,11850.0,16781.0,complete,,0,,,,,
rh_dlpfc_surf_area,freesurfer,morphometry,Right DLPFC surface area (mm2),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,secondary,current,,,,,66,66,0,numeric,66,5794.0,8315.0,11492.0,complete,,0,,,,,
rh_dlpfc_thickness,freesurfer,morphometry,"Right DLPFC thickness, vertex-weighted (mm)","FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,secondary,current,,,,,66,66,0,numeric,66,1.743526852846402,2.317373209209877,2.6437624684946153,complete,,0,,,,,
rh_mean_thickness,freesurfer,morphometry,Right hemisphere mean cortical thickness (mm),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,secondary,current,,,,,66,66,0,numeric,66,1.82812,2.38277,2.60996,complete,,0,,,,,
rh_n_parcels,freesurfer,qc,Right DK parcels found (expect 34),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,qc,current,,,,,66,66,0,numeric,1,34.0,34.0,34.0,complete,,0,,,,,
rh_white_surf_area,freesurfer,morphometry,Right white surface area (mm2),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,secondary,current,,,,,66,66,0,numeric,66,67688.9,87375.45000000001,110054.0,complete,,0,,,,,
subcort_gray_vol,freesurfer,morphometry,Subcortical gray volume (mm3),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,secondary,current,,,,,66,66,0,numeric,66,46681.0,58214.5,70417.0,complete,,0,,,,,
subject_id,freesurfer,identifier,Participant ID,"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,identifier,current,,,,,66,66,0,numeric,66,10369.0,11033.5,11920.0,complete,,0,,,,,
supratentorial_notvent_vol,freesurfer,morphometry,Supratentorial volume excluding ventricles (mm3),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,secondary,current,,,,,66,66,0,numeric,66,752098.0,994168.0,1267457.0,complete,,0,,,,,
supratentorial_vol,freesurfer,morphometry,Supratentorial volume (mm3),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,secondary,current,,,,,66,66,0,numeric,66,780838.0,1024587.5,1283407.0,complete,,0,,,,,
surface_holes,freesurfer,morphometry,Surface topological defects before fixing (count),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,qc,current,,,,,66,66,0,numeric,25,2.0,13.0,45.0,complete,efield_results.py,1,,,,,
total_gray_vol,freesurfer,morphometry,Total gray matter volume (mm3),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,secondary,current,,,,,66,66,0,numeric,66,469813.974743,625084.693135,804353.366174,complete,fig_atrophy_vs_geometry.py,1,,,,,
ventricle_choroid_vol,freesurfer,morphometry,Ventricle + choroid plexus volume (mm3),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,secondary,current,,,,Atrophy marker; tested in fig_atrophy_vs_geometry.,66,66,0,numeric,66,6263.0,17899.0,96607.0,complete,fig_atrophy_vs_geometry.py,1,,,,,
white_matter_vol,freesurfer,morphometry,Cerebral white matter volume (mm3),"FreeSurfer 7.3.2 recon-all (FREESURFER_ROOT, 2 deliveries)",freesurfer_morph.run,secondary,current,,,,,66,66,0,numeric,66,357589.0,479815.5,631363.0,complete,,0,,,,,
iaf,itf,eeg,"Individual alpha frequency, posterior channels, 1/f removed (Hz)","EEG resting baseline, run 1 (data/nic)",individual_theta.py -> estimate_subject,secondary,current,,,,"0.5 Hz resolution (2 s Welch windows): 26 of 55 at exactly 10.0 Hz. Four at 12-13 Hz, where the peak may not be alpha.",59,60,1,numeric,59,7.666209626776922,9.942827432630231,12.8696703333034,scattered,build_data_audit_nb.py build_results_paper_nb.py individual_theta.py,3,0.39,0.7999999999999999,0.034,0.1,11885
in_dissertation,itf,qc,In the defended N = 39 sample,"EEG resting baseline, run 1 (data/nic)",individual_theta.py -> estimate_subject,qc,current,,,,,60,60,0,numeric,2,0.0,1.0,1.0,complete,audit_sample.py individual_theta.py stim_verification.py,3,,,,,
itf_distance,itf,eeg,|iTF - 6 Hz|: distance from the stimulation frequency,"EEG resting baseline, run 1 (data/nic)",individual_theta.py -> estimate_subject,moderator,current,7.6 (exploratory),,,Inherits the clipping above: clipped subjects all get 2.0.,59,60,1,numeric,51,0.0156764841295711,1.1303239200306656,2.0,scattered,build_data_audit_nb.py build_results_paper_nb.py individual_theta.py,3,0.39,0.7999999999999999,0.034,0.1,11885
itf_klimesch,itf,eeg,"Individual theta frequency = IAF - 5 Hz, clipped to 4-8 Hz","EEG resting baseline, run 1 (data/nic)",individual_theta.py -> estimate_subject,moderator,current,7.6 (exploratory),,,Clipping: the 5 subjects with IAF < 9 Hz sit at exactly 4.0; the two with IAF 13 Hz at 8.0. Inherits IAF resolution.,59,60,1,numeric,51,4.0,4.9428274326302315,7.8696703333034,scattered,build_data_audit_nb.py build_results_paper_nb.py individual_theta.py,3,0.39,0.7999999999999999,0.034,0.1,11885
max_channels,itf,qc,Channels available,"EEG resting baseline, run 1 (data/nic)",individual_theta.py -> estimate_subject,qc,current,,,,,60,60,0,numeric,2,3.0,3.0,7.0,complete,individual_theta.py,1,,,,,
n_iaf_runs,itf,qc,Runs contributing an IAF,"EEG resting baseline, run 1 (data/nic)",individual_theta.py -> estimate_subject,qc,current,,,,,60,60,0,numeric,4,0.0,4.0,4.0,complete,individual_theta.py,1,,,,,
n_theta_runs,itf,qc,Runs contributing a direct theta peak,"EEG resting baseline, run 1 (data/nic)",individual_theta.py -> estimate_subject,qc,current,,,,,60,60,0,numeric,5,0.0,0.0,4.0,complete,individual_theta.py,1,,,,,
runs_used,itf,qc,Runs requested,"EEG resting baseline, run 1 (data/nic)",individual_theta.py -> estimate_subject,qc,current,,,,,60,60,0,text,2,,,,complete,individual_theta.py,1,,,,,
subject_id,itf,identifier,Participant ID,"EEG resting baseline, run 1 (data/nic)",individual_theta.py -> estimate_subject,identifier,current,,,,,60,60,0,numeric,60,10369.0,11007.0,11920.0,complete,,0,,,,,
theta_peak_fcz,itf,eeg,"Direct frontal-midline theta peak, where recorded (Hz)","EEG resting baseline, run 1 (data/nic)",individual_theta.py -> estimate_subject,secondary,current,,enrollment-gated,"Coverage (11/60) skews to later-enrolled subjects by design, not by chance. FCz is one of the four stimulating electrodes, so it records EEG only under the post-defense protocol and only on non-stimulation runs; dissertation-era subjects have 3 usable channels (F4, P4, P3) throughout. This is a validation-only measure for the Klimesch offset and is not used in any reported test.",,11,60,49,numeric,11,4.250000000000001,7.526374635565027,7.918063735928313,leans enrollment (later present),build_data_audit_nb.py build_results_paper_nb.py individual_theta.py,3,0.551,0.6059826961188011,0.861,0.00021036241596095344,
