trial_num,run,run_type,stim_condition,trial_in_contingency,current_good,contingency_trials,slot1_position,slot2_position,choice,rt,correct,reward,wait_time,iti,timestamp,trial_start_time,subject_id,session,age,gender,date
40,1,baseline,none,15,2,26,right,left,2.0,1153.1970500946045,True,True,2000.0,250.0,211.611976146698,211.61196398735046,9998,1,31,m,2025-08-06_11-54-15
41,1,baseline,none,16,2,26,left,right,2.0,1030.144214630127,True,True,2000.0,250.0,216.91280889511108,216.91279888153076,9998,1,31,m,2025-08-06_11-54-15
42,1,baseline,none,17,2,26,left,right,1.0,980.5450439453125,False,False,2000.0,250.0,222.16411900520325,222.1641070842743,9998,1,31,m,2025-08-06_11-54-15
43,1,baseline,none,18,2,26,left,right,2.0,680.1972389221191,True,True,2000.0,250.0,227.11555004119873,227.1155390739441,9998,1,31,m,2025-08-06_11-54-15
44,1,baseline,none,19,2,26,right,left,2.0,559.7319602966309,True,True,2000.0,250.0,231.94666814804077,231.94665694236755,9998,1,31,m,2025-08-06_11-54-15
45,1,baseline,none,20,2,26,left,right,2.0,526.2167453765869,True,True,2000.0,250.0,236.74444699287415,236.7444350719452,9998,1,31,m,2025-08-06_11-54-15
46,1,baseline,none,21,2,26,left,right,1.0,696.8021392822266,False,False,2000.0,250.0,241.71092820167542,241.71091604232788,9998,1,31,m,2025-08-06_11-54-15
47,1,baseline,none,22,2,26,right,left,1.0,613.853931427002,False,True,2000.0,250.0,246.59491205215454,246.594899892807,9998,1,31,m,2025-08-06_11-54-15
48,1,baseline,none,23,2,26,left,right,1.0,508.4221363067627,False,False,2000.0,250.0,251.37349820137024,251.3734860420227,9998,1,31,m,2025-08-06_11-54-15
49,1,baseline,none,24,2,26,right,left,1.0,493.4241771697998,False,False,2000.0,250.0,256.1387062072754,256.1386950016022,9998,1,31,m,2025-08-06_11-54-15
50,1,baseline,none,25,2,26,left,right,1.0,455.672025680542,False,False,2000.0,250.0,260.8648130893707,260.8648021221161,9998,1,31,m,2025-08-06_11-54-15
51,1,baseline,none,0,1,25,left,right,1.0,441.5419101715088,True,True,2000.0,250.0,265.57765913009644,265.5776479244232,9998,1,31,m,2025-08-06_11-54-15
52,1,baseline,none,1,1,25,right,left,2.0,404.7229290008545,False,False,2000.0,250.0,270.2548441886902,270.2548317909241,9998,1,31,m,2025-08-06_11-54-15
53,1,baseline,none,2,1,25,right,left,1.0,373.2120990753174,True,True,2000.0,250.0,274.89955711364746,274.8995461463928,9998,1,31,m,2025-08-06_11-54-15
54,1,baseline,none,3,1,25,right,left,2.0,575.7770538330078,False,True,2000.0,250.0,279.74752712249756,279.74751496315,9998,1,31,m,2025-08-06_11-54-15
55,1,baseline,none,4,1,25,left,right,,,,,2000.0,250.0,285.5318388938904,285.53182911872864,9998,1,31,m,2025-08-06_11-54-15
56,1,baseline,none,5,1,25,right,left,,,,,2000.0,250.0,291.3173270225525,291.31731724739075,9998,1,31,m,2025-08-06_11-54-15
57,1,baseline,none,6,1,25,right,left,1.0,408.7650775909424,True,True,2000.0,250.0,295.99886417388916,295.9988532066345,9998,1,31,m,2025-08-06_11-54-15
58,1,baseline,none,7,1,25,left,right,1.0,883.4450244903564,True,False,2000.0,250.0,301.1527740955353,301.1527621746063,9998,1,31,m,2025-08-06_11-54-15
59,1,baseline,none,8,1,25,left,right,2.0,507.1108341217041,False,False,2000.0,250.0,305.9307839870453,305.93077301979065,9998,1,31,m,2025-08-06_11-54-15
60,1,baseline,none,9,1,25,right,left,2.0,813.359260559082,False,False,2000.0,250.0,311.0151128768921,311.01510190963745,9998,1,31,m,2025-08-06_11-54-15
61,1,baseline,none,10,1,25,right,left,2.0,1477.2648811340332,False,True,2000.0,250.0,316.7628331184387,316.76282119750977,9998,1,31,m,2025-08-06_11-54-15
62,1,baseline,none,11,1,25,left,right,2.0,1644.3748474121094,False,True,2000.0,250.0,322.677227973938,322.67721796035767,9998,1,31,m,2025-08-06_11-54-15
63,1,baseline,none,12,1,25,right,left,,,,,2000.0,250.0,328.45720505714417,328.4571940898895,9998,1,31,m,2025-08-06_11-54-15
64,1,baseline,none,13,1,25,left,right,2.0,1.0907649993896484,False,False,2000.0,250.0,332.7273361682892,332.72732496261597,9998,1,31,m,2025-08-06_11-54-15
65,1,baseline,none,14,1,25,right,left,1.0,1.4338493347167969,True,False,2000.0,250.0,336.9973301887512,336.9973177909851,9998,1,31,m,2025-08-06_11-54-15
66,1,baseline,none,15,1,25,left,right,1.0,1165.6739711761475,True,True,2000.0,250.0,342.43547797203064,342.435467004776,9998,1,31,m,2025-08-06_11-54-15
67,1,baseline,none,16,1,25,left,right,,,,,2000.0,250.0,348.20624828338623,348.20623683929443,9998,1,31,m,2025-08-06_11-54-15
68,1,baseline,none,17,1,25,right,left,2.0,1100.640058517456,False,False,2000.0,250.0,353.5780870914459,353.5780758857727,9998,1,31,m,2025-08-06_11-54-15
69,1,baseline,none,18,1,25,right,left,1.0,1115.5369281768799,True,True,2000.0,250.0,358.964467048645,358.9644558429718,9998,1,31,m,2025-08-06_11-54-15
70,1,baseline,none,19,1,25,right,left,,,,,2000.0,250.0,364.73256397247314,364.7325539588928,9998,1,31,m,2025-08-06_11-54-15
